userId,courseId,enrollmentDate,completionPercentage,courseName,courseDuration,courseDifficulty,learningPathId,learningPathName
426,1908,2023-10-27,66,6 Must Know Tricks to Successful Solos,4.0,Beginner,4,Software Architecture Design
154,1114,2023-11-10,33,"Financial Analysis, from Scratch to Professional!",3.5,Beginner,4,Software Architecture Design
121,1417,2023-10-15,40,Design Tickets and Vouchers in Photoshop and Illustrator,2.5,Beginner,17,Security for Software Engineers
30,598,2023-12-22,32,Finanzas y Análisis Financiero: Manejo Seguro de Negocios,1.5,Beginner,2,Full-Stack Web Development
383,191,2024-07-22,80,Investing: How I Consistently Beat The Stock Market,4.5,Beginner,14,Database Design and SQL
430,3405,2023-11-18,2,How to become an App Developer,1.0,Beginner,8,Version Control with Git
299,1565,2024-03-25,40,Events Promotion Design,2.0,Intermediate,10,Frontend Engineering with React
81,1260,2024-04-15,78,Illustrator CC para novatos: ¡desde cero hasta experto! ,11.0,Beginner,13,Microservices Architecture
280,1375,2024-05-23,24,Creative logo design with Inkscape for free,4.0,Beginner,6,Cloud Computing Foundations
236,816,2024-06-18,12,Accounting Skills for Managers,1.5,Beginner,19,RESTful API Design
263,141,2024-02-08,50,Intro to Financial Modeling,6.0,Beginner,3,Mobile App Development
90,2336,2023-12-13,79,How to play easy tunes on the harmonica - just the basics,1.5,Beginner,5,DevOps Engineering
351,2278,2024-05-28,2,Instant Harmonica - play Star Wars + the Lion Sleeps now!,1.5,Beginner,18,Advanced JavaScript
21,864,2024-01-27,82,Investment Portfolio Analysis with Python,7.0,Beginner,16,Cloud-Native Application Development
2,1765,2024-03-14,14,Drawing Anime & Manga Style,8.0,Beginner,13,Microservices Architecture
284,2909,2024-04-22,22,PHP: Complete Registration and Login with Email Verification,2.5,Beginner,20,CI/CD with Jenkins and GitLab
386,2448,2023-12-07,85,"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",0.7,Beginner,17,Security for Software Engineers
2,3490,2024-04-28,58,Ultimate guide to Social Media Web development integration ,2.5,Beginner,16,Cloud-Native Application Development
260,3230,2024-07-31,14,Meteor and React for Realtime Apps,9.0,Beginner,4,Software Architecture Design
13,2511,2024-02-01,92,The Complete HTML and CSS Course For Beginners,3.0,Beginner,18,Advanced JavaScript
94,2049,2023-11-19,79,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,0.733333333,Intermediate,20,CI/CD with Jenkins and GitLab
208,3052,2023-10-15,85,The Ultimate Guide to the Best WordPress Plugins Part 1,10.5,Beginner,2,Full-Stack Web Development
220,2341,2024-07-13,6,Rhythm to Rock Drum Lessons 3,1.0,Beginner,20,CI/CD with Jenkins and GitLab
132,2407,2024-03-23,85,Instant Harmonica - play 12 bar blues Big Walter style now!,1.0,Beginner,1,Introduction to Programming
234,611,2023-10-23,70,Financial Accounting Plus Excel and SAP Crash Course.,1.0,Beginner,7,Data Structures and Algorithms
185,2616,2024-04-30,56,Try Django 1.10 | Create a URL Shortening Service,5.5,Beginner,14,Database Design and SQL
64,62,2023-10-24,26,"Comprehensive Guide to Financial Markets, Investing &Trading",9.0,Beginner,15,Machine Learning for Software Engineers
98,2580,2024-03-19,63,Master WordPress Plugins: Shortcodes Ultimate - The Basics,1.0,Beginner,18,Advanced JavaScript
386,3348,2024-01-07,21,Learn to Create Advance Responsive Websites With Bootstrap,2.0,Beginner,6,Cloud Computing Foundations
67,257,2024-08-12,35,Fundamentals of Accounting for Business Owners,2.5,Beginner,12,Software Testing and QA
6,915,2024-09-03,7,株式投資で本当のテクニカル分析ができるようになる,2.5,Intermediate,14,Database Design and SQL
352,2358,2023-12-26,22,Blues Guitar Lessons - Ragtime Blues Guitar,2.0,Advanced,1,Introduction to Programming
206,39,2024-06-09,42,Beginner to Pro in Excel: Financial Modeling and Valuation,7.5,Beginner,16,Cloud-Native Application Development
238,2283,2023-11-11,15,Guitar Lessons - Economy Picking Essentials,1.5,Intermediate,19,RESTful API Design
407,128,2024-05-25,81,Elliott Wave -Forex Trading With The Elliott Wave Theory,1.0,Advanced,16,Cloud-Native Application Development
490,3309,2024-05-17,1,React: Learn ReactJS Fundamentals for Front-End Developers,4.0,Beginner,16,Cloud-Native Application Development
347,1300,2024-04-07,40,Illustrative Surface Patterns Design : From Life To Products,1.0,Beginner,18,Advanced JavaScript
77,2285,2024-01-20,3,TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills,4.5,Beginner,12,Software Testing and QA
299,2634,2024-08-09,80,Sublime Text for Rapid Web Development,1.0,Beginner,4,Software Architecture Design
498,1808,2023-10-29,18,Learn To Play The Drums Without A Drum Kit,2.0,Beginner,8,Version Control with Git
478,3592,2024-06-12,93,Become a Rockstar Web Developer - Learn By Coding,11.0,Beginner,19,RESTful API Design
459,327,2024-09-08,52,Corporate Finance 101: Financial Statement Analysis & Ratios,8.0,Beginner,8,Version Control with Git
42,2183,2023-12-23,64,Los 7 Acordes para Tocarlo Todo en un fin de semana,2.0,Beginner,1,Introduction to Programming
290,1112,2023-12-25,82,TRADING FOR A LIVING: Trading Full-Time Transition Guide,3.5,Intermediate,17,Security for Software Engineers
258,800,2024-07-10,34,Learn about it,1.5,Beginner,19,RESTful API Design
395,2655,2024-03-31,25,Serverless Architecture on Amazon Web Services,0.55,Intermediate,7,Data Structures and Algorithms
217,3558,2024-04-06,45,Optimizing Wordpress for More Speed and Revenue,0.583333333,Intermediate,17,Security for Software Engineers
388,2573,2024-06-11,92,The Full Stack Web Development,33.0,Beginner,15,Machine Learning for Software Engineers
66,2952,2024-07-31,57,Learn PHP Programming for Absolute Beginners - Lite,0.683333333,Beginner,15,Machine Learning for Software Engineers
81,3132,2024-08-29,78,Kali Linux Web App Testing,3.0,Beginner,7,Data Structures and Algorithms
456,3361,2024-04-02,48,HTML : HTML Awesomeness,0.633333333,Beginner,17,Security for Software Engineers
143,3361,2024-02-05,4,HTML : HTML Awesomeness,0.633333333,Beginner,17,Security for Software Engineers
338,164,2023-10-23,28,Get Acquired: Learn From The Head Of Acquisitions For eBay,2.5,Beginner,13,Microservices Architecture
166,2361,2024-06-22,41,Drumming 101: The Essential Elements,1.5,Beginner,12,Software Testing and QA
88,1499,2024-04-17,38,Typografie - Die besten Schriftarten im Geschäftsalltag,1.5,Beginner,14,Database Design and SQL
423,3660,2024-06-10,63,"Simple Javascript: Learn by Doing, Beginners Welcome!",2.0,Beginner,17,Security for Software Engineers
447,165,2024-06-20,40,Stock Market investment: Practical Accounting,3.0,Beginner,16,Cloud-Native Application Development
282,1536,2024-04-18,0,Advanced Graphic Design-Photoshop CC 2014 for Photographers,1.5,Beginner,13,Microservices Architecture
186,1788,2024-01-30,16,How to design professional PowerPoint business presentation,1.0,Beginner,7,Data Structures and Algorithms
333,3283,2024-07-01,97,PHP: Complete Login and Registration System with PHP & MYSQL,7.5,Beginner,7,Data Structures and Algorithms
298,2952,2024-09-08,52,Learn PHP Programming for Absolute Beginners - Lite,0.683333333,Beginner,15,Machine Learning for Software Engineers
296,3671,2024-05-17,51,Learn Grunt with Examples: Automate Your Front End Workflow,1.0,Beginner,6,Cloud Computing Foundations
263,1325,2023-11-20,12,调色高级讲解,1.0,Beginner,16,Cloud-Native Application Development
13,2549,2024-06-25,37,Complete Codeigniter: From Beginner to Advanced,3.0,Beginner,13,Microservices Architecture
498,2647,2024-08-23,55,"Modern Web Development with SASS, Gulp, NPM & Web Workflows",5.0,Beginner,8,Version Control with Git
128,447,2024-04-11,95,Beginners Guide To Ichimoku Trading,1.0,Beginner,20,CI/CD with Jenkins and GitLab
97,2188,2024-03-30,91,Guitarra Desde Cero - PARTE 1,7.0,Beginner,9,Backend Engineering with Node.js
7,3278,2024-05-27,78,Learning Path: React: Make Stunning React Websites,6.5,Advanced,13,Microservices Architecture
167,3401,2024-06-11,14,Wordpress Security,2.5,Beginner,13,Microservices Architecture
45,3025,2024-06-12,5,Learn Html5 & CSS3 from scratch,2.5,Beginner,20,CI/CD with Jenkins and GitLab
151,1361,2024-04-29,18,Logo Design: Mastering the Wordmark,2.0,Beginner,1,Introduction to Programming
434,1211,2024-06-04,55,Graphic Design Bootcamp,8.0,Beginner,18,Advanced JavaScript
17,2375,2023-12-15,4,Jazz piano improvisation: The girl form Ipanema. Bossa nova,0.55,Beginner,2,Full-Stack Web Development
164,108,2024-02-01,66,"Binary Options: Trading Strategies, 90% Accuracy and Signals",1.0,Beginner,4,Software Architecture Design
46,2631,2024-01-19,79,PHP Fundamentals - Start Earning The Top Dollars You Deserve,1.5,Beginner,6,Cloud Computing Foundations
481,2868,2024-03-25,58,Wordpress Essentials: Useful Plugins,1.0,Beginner,5,DevOps Engineering
400,653,2024-07-12,65,High Probability Trading Across Any Market: Stocks & Forex,18.5,Beginner,5,DevOps Engineering
233,2785,2024-07-10,60,"ASP.NET Core MVC, Quick and Practical",2.5,Intermediate,13,Microservices Architecture
214,1065,2024-06-29,64,Accounting Cycle: Learn the concepts in 60 minutes,1.0,Beginner,12,Software Testing and QA
426,264,2024-04-29,72,Advanced Excel functions,1.5,Beginner,10,Frontend Engineering with React
228,1085,2024-07-04,17,Accounting Simplified,8.5,Beginner,8,Version Control with Git
226,2387,2023-10-26,40,Piano With Willie: Jazz Kids - Vol 2,3.0,Beginner,18,Advanced JavaScript
72,671,2024-03-28,41,Como Investir em Ações para Iniciantes,1.0,Beginner,19,RESTful API Design
246,2583,2023-11-14,48,Complete Website & CMS in PHP & MySQL From Scratch!,12.5,Beginner,7,Data Structures and Algorithms
497,3293,2023-10-20,63,XML For Absolute Beginners: Learn to create your own tags,1.0,Beginner,18,Advanced JavaScript
282,1152,2024-04-02,48,Get out of Debt - The Power of Using Compounding Interest,2.0,Beginner,19,RESTful API Design
130,1853,2023-12-20,23,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,5.0,Beginner,4,Software Architecture Design
293,1177,2024-08-22,25,Contabilidad rápida y eficaz,2.0,Beginner,7,Data Structures and Algorithms
275,1486,2024-08-01,92,8 Stunden professionelles Cinema 4D Training,8.5,Beginner,14,Database Design and SQL
460,2125,2024-02-15,77,Enseñando música: mejora tus clases de instrumento ,1.5,Beginner,18,Advanced JavaScript
464,3454,2023-12-14,42,WordPress for Beginners 2017 + Google AdSense Implementation,6.5,Beginner,17,Security for Software Engineers
25,1809,2024-05-30,45,Learn Travis Picking From Scratch,1.5,Intermediate,4,Software Architecture Design
313,2665,2024-07-12,45,Bootstrap unleash the power faster & easier web development,5.5,Beginner,16,Cloud-Native Application Development
466,1137,2024-05-04,55,How to Build Profitable FOREX Automated Trading Strategies!,2.5,Beginner,5,DevOps Engineering
138,1540,2023-12-09,5,How to Make a Custom Graphic From Sketches ,0.733333333,Beginner,15,Machine Learning for Software Engineers
284,3085,2024-05-08,94,JQuery Create Overlay Popups from scratch using Jquery,2.5,Beginner,16,Cloud-Native Application Development
134,141,2024-06-10,74,Intro to Financial Modeling,6.0,Beginner,3,Mobile App Development
346,374,2024-01-20,56,Business finances,1.0,Beginner,1,Introduction to Programming
231,31,2024-02-07,83,Python Algo Stock Trading: Automate Your Trading!,2.5,Beginner,11,Agile Software Development
50,1649,2024-01-15,95,Learn Adobe InDesign from Scratch,4.5,Beginner,2,Full-Stack Web Development
396,2195,2023-11-15,52,Piano Lessons for Beginners: Play the Piano AND Read Music!,4.0,Beginner,14,Database Design and SQL
314,3269,2024-07-22,62,WordPress Basics to Business: Share and Sell your Expertise,3.5,Beginner,11,Agile Software Development
353,3568,2024-05-01,49,Mastering Modern Web Development Using React,2.5,Beginner,3,Mobile App Development
251,1066,2023-11-18,88,Optimize! Make Best Decisions with Microsoft Excel,1.0,Advanced,10,Frontend Engineering with React
461,52,2024-05-25,42,Learn to Trade for Profit: Find and Trade Winning Stocks,3.0,Beginner,9,Backend Engineering with Node.js
276,3664,2024-03-04,43,Build Wordpress CMS Clone with Laravel 5,8.5,Beginner,10,Frontend Engineering with React
196,2326,2024-07-23,56,Tin Whistle Básico,1.5,Beginner,6,Cloud Computing Foundations
481,3376,2023-11-07,17,Create a Professional Website Without Programming/Coding,1.5,Beginner,13,Microservices Architecture
256,195,2024-04-12,73,TechniTrader Leading Hybrid Indicator Trading,1.0,Intermediate,7,Data Structures and Algorithms
315,3312,2024-04-10,10,The Complete HTML5 and CSS3 Course - with 8 Websites Design,7.5,Beginner,18,Advanced JavaScript
243,1623,2024-04-25,77,Beginners Guide to Kindle Ebook Covers Design With Fireworks,1.5,Beginner,18,Advanced JavaScript
346,137,2024-03-17,5,"Forex Trading with Fixed 'Risk through Options Trading""",1.0,Beginner,4,Software Architecture Design
290,1912,2024-03-18,20,How to Design Your Own Guitar,5.0,Beginner,18,Advanced JavaScript
295,2087,2024-03-25,57,Piano Tutorial : Ludovico Einaudi - Una Mattina,0.733333333,Beginner,12,Software Testing and QA
198,3121,2023-11-01,33,PHP MVC Framework CodeIgniter Tutorial for Beginners Project,10.5,Beginner,20,CI/CD with Jenkins and GitLab
300,2531,2024-08-13,47,"React.js: Building Production Ready Apps, Start to Finish",17.5,Beginner,12,Software Testing and QA
32,2822,2023-10-20,57,Master Regular Expressions from scratch - All languages,2.0,Beginner,18,Advanced JavaScript
108,1395,2024-03-07,60,Start Making Comics with Manga Studio 5 / Clip Studio Paint,6.5,Beginner,9,Backend Engineering with Node.js
401,594,2024-08-25,91,8. Amortization Schedules,1.0,Beginner,20,CI/CD with Jenkins and GitLab
72,2924,2024-08-27,61,"Web Application Development using Redis, Express, and Socket",6.0,Beginner,7,Data Structures and Algorithms
403,2526,2024-06-30,57,Angular 4 Development Decoded,1.0,Intermediate,8,Version Control with Git
268,2374,2024-03-10,59,Instant Harmonica - play 'I just called to say I love you',1.0,Beginner,7,Data Structures and Algorithms
43,1167,2024-03-16,38,How to Make IT Work Successfully in Capital Markets,3.0,Beginner,11,Agile Software Development
71,1191,2024-02-05,18,Learn How to Trade The Stock Market,4.0,Beginner,6,Cloud Computing Foundations
172,2442,2023-12-27,99,Mike G's Beginner Drum Course: Part 2,2.5,Beginner,10,Frontend Engineering with React
325,1964,2023-11-18,75,Playing Piano By Ear: Complete Guide for Aspiring Musicians,4.5,Beginner,2,Full-Stack Web Development
201,2919,2024-01-15,82,Introduction to Node.js for Beginners,6.0,Beginner,2,Full-Stack Web Development
138,349,2024-05-17,67,Hedge Fund Trading System,1.0,Beginner,7,Data Structures and Algorithms
266,2781,2024-07-07,9,In Depth Web Development Made Easy,6.5,Beginner,13,Microservices Architecture
163,776,2023-12-14,36,Forex Elite Trading,6.0,Beginner,8,Version Control with Git
329,1412,2024-02-26,21,FLAT ICON DESIGN IN POWERPOINT,1.5,Beginner,6,Cloud Computing Foundations
188,1025,2024-01-12,7,Learn Financial Modeling from Scratch - Part 3,2.0,Beginner,11,Agile Software Development
142,3318,2024-05-16,45,Build and Deploy a LAMP server on AWS,1.0,Beginner,11,Agile Software Development
434,2456,2024-07-11,10,Acoustic Guitar After The Basics,2.5,Intermediate,10,Frontend Engineering with React
329,702,2024-07-12,37,Investing in Stocks? Master The Art of Covered Calls Selling,3.0,Beginner,19,RESTful API Design
358,3185,2024-02-20,26,Learn Angular 2 from Beginner to Advanced,10.0,Beginner,18,Advanced JavaScript
48,3024,2024-05-10,19,Learn HTML 5 in 1 hour,1.0,Beginner,16,Cloud-Native Application Development
237,3558,2024-01-02,10,Optimizing Wordpress for More Speed and Revenue,0.583333333,Intermediate,17,Security for Software Engineers
158,1733,2024-07-24,85,Mestres do Photoshop,5.5,Beginner,17,Security for Software Engineers
332,101,2023-10-19,88,High performance Stock Trading using key Options techniques,1.5,Beginner,4,Software Architecture Design
33,3160,2024-08-27,86,Learn By Example: jQuery,7.0,Beginner,19,RESTful API Design
6,3408,2024-06-07,43,Core HTML How to get online quickly HTML to HTML5 ,3.5,Beginner,7,Data Structures and Algorithms
266,1412,2023-11-09,1,FLAT ICON DESIGN IN POWERPOINT,1.5,Beginner,6,Cloud Computing Foundations
146,2181,2023-11-16,26,Aprende batería con el nuevo método IDT,2.0,Beginner,15,Machine Learning for Software Engineers
113,1511,2024-07-23,7,Designing an eBook Cover that Sells,2.0,Beginner,20,CI/CD with Jenkins and GitLab
61,836,2024-05-02,50,Beginners Guide to Stock Market Investing,2.5,Beginner,12,Software Testing and QA
489,2654,2024-03-19,30,"Learn to code, Become a Web Developer and Master JavaScript!",10.0,Beginner,1,Introduction to Programming
404,3448,2024-02-14,98,Learn to make a colorful one page website,0.566666667,Beginner,9,Backend Engineering with Node.js
34,963,2024-03-14,84,Stock Trading Essentials for Day Traders,1.0,Beginner,8,Version Control with Git
302,1510,2023-12-31,48,الدورة الشاملة illustrator from zero to hero,30.0,Beginner,5,DevOps Engineering
303,3528,2024-03-31,86,Learn Knockout JS Framework from GroundUp,5.0,Beginner,14,Database Design and SQL
161,1086,2024-03-20,7,Series 7: Intermediate Options,1.0,Intermediate,17,Security for Software Engineers
106,228,2024-03-04,67,Investment Banking: How to Land a Job on Wall Street,3.5,Beginner,13,Microservices Architecture
332,2641,2023-10-17,39,"Build An Online Bank With Java, Angular 2, Spring and More",6.5,Beginner,10,Frontend Engineering with React
340,2344,2024-08-24,88,Beginning Flute Lessons,2.5,Beginner,18,Advanced JavaScript
150,3201,2024-03-09,27,Python and Django Full Stack Web Developer Bootcamp,31.5,Beginner,12,Software Testing and QA
469,343,2024-05-10,18,The Big Volatility Short: The Best Trade On Wall Street!,1.5,Beginner,5,DevOps Engineering
39,583,2023-11-06,17,Write a Successful Business Grant Proposal,2.5,Beginner,11,Agile Software Development
480,3584,2024-06-29,85,Creating User Authentication System in CodeIgniter,1.5,Beginner,4,Software Architecture Design
369,2993,2024-05-06,80,DesktopServer : Install WordPress Locally  - Work Anywhere!,2.0,Beginner,2,Full-Stack Web Development
156,2789,2023-11-09,40,Angular 2 Demystified,3.5,Beginner,9,Backend Engineering with Node.js
196,2116,2024-01-03,56,Piano Lessons For Beginners,4.0,Beginner,8,Version Control with Git
235,2267,2024-04-24,28,Beginner Guitar Lessons,1.0,Beginner,11,Agile Software Development
462,1948,2024-07-10,53,Get great playing HARMONICA - a fun new leisure time hobby !,2.0,Beginner,2,Full-Stack Web Development
302,497,2024-02-22,50,Bitcoin - Ethereum: Trading -Watch me manage my own account!,2.5,Beginner,1,Introduction to Programming
142,1382,2024-05-09,54,Indesign - Para quem quer trabalhar com Design Gráfico,2.5,Intermediate,14,Database Design and SQL
344,187,2024-01-07,27,Profitable binary option trading strategy,1.5,Beginner,12,Software Testing and QA
371,2027,2023-10-18,35,A new approach to piano and playing songs for beginners,1.5,Beginner,2,Full-Stack Web Development
289,2406,2024-03-28,27,ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,0.516666667,Beginner,1,Introduction to Programming
425,395,2023-12-05,8,Simple things you must know before start FOREX (OFFER),0.733333333,Beginner,20,CI/CD with Jenkins and GitLab
373,1478,2024-08-21,67,７日でマスター  ビギナー向け Adobe Illustrator　どきどきセミナー,5.5,Beginner,7,Data Structures and Algorithms
79,1885,2024-02-25,91,"How to play Djembe, Drums & Rhythm. Level 2",2.0,Intermediate,20,CI/CD with Jenkins and GitLab
169,2234,2024-05-12,84,Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,1.5,Beginner,14,Database Design and SQL
313,164,2024-05-27,43,Get Acquired: Learn From The Head Of Acquisitions For eBay,2.5,Beginner,13,Microservices Architecture
44,697,2024-02-13,14,Learn How to Start Small and Make It Big In Small-Cap Stocks,2.0,Beginner,8,Version Control with Git
175,1689,2024-08-15,33,Ribbon Lettering: From Sketch to Wordmark,0.716666667,Beginner,20,CI/CD with Jenkins and GitLab
469,1462,2024-06-26,32,Photoshop In-Depth: Master all of Photoshop's Tools Easily,4.5,Beginner,12,Software Testing and QA
254,2892,2023-11-28,23,How to Make a Website Without Coding- WordPress & Web Skills,9.0,Beginner,11,Agile Software Development
279,2837,2024-06-15,55,Master the Basics of HTML5 & CSS3: Beginner Web Development,3.0,Beginner,19,RESTful API Design
238,3607,2024-04-01,68,Object Orientation in PHP,5.0,Beginner,4,Software Architecture Design
434,2435,2024-05-14,15,Learn to play in the Key of G on any Bluegrass Instrument,2.5,Beginner,1,Introduction to Programming
446,1396,2024-04-10,69,Most Wanted Flat Design Techniques #1: Desert Island,1.0,Intermediate,11,Agile Software Development
96,1584,2024-04-02,71,Typography: Learn the Foundation and Designs,2.5,Beginner,13,Microservices Architecture
113,3493,2024-08-08,40,Learn MeteorJS By Building 10 Real World Projects,15.0,Beginner,15,Machine Learning for Software Engineers
322,398,2024-04-02,42,Leaps Options Trading System - Diagonal Leaps Options Spread,1.0,Beginner,15,Machine Learning for Software Engineers
181,1699,2024-03-10,52,48 Logo Designs and Techniques,9.0,Beginner,7,Data Structures and Algorithms
138,2320,2024-06-28,38,Master the French Horn: Intermediate Instruction Made Simple,7.5,Intermediate,17,Security for Software Engineers
471,707,2024-04-03,25,Trading Strategies: Find The Trading Strategy That Fits You,2.0,Beginner,9,Backend Engineering with Node.js
118,3559,2024-01-08,84,JavaScript project Learn to create a memory Game and more,1.5,Beginner,3,Mobile App Development
54,804,2024-08-29,47,Investment Portfolio Analysis with R,6.5,Beginner,10,Frontend Engineering with React
95,2699,2024-02-13,19,Angular 4: From Theory to Practice & FREE E-Book,15.5,Intermediate,15,Machine Learning for Software Engineers
337,3376,2023-12-31,98,Create a Professional Website Without Programming/Coding,1.5,Beginner,13,Microservices Architecture
148,1829,2024-05-11,82,Improvise On The Piano In 30 Minutes,1.5,Beginner,20,CI/CD with Jenkins and GitLab
132,1443,2023-10-24,17,Adobe Illustrator For Everyone: Create Detailed Vector Image,1.5,Beginner,16,Cloud-Native Application Development
189,695,2024-04-03,37,The Complete Guide to Forex Trading,5.0,Beginner,3,Mobile App Development
457,636,2024-05-26,47,The Forex Pivot Points Trading Strategy,2.0,Beginner,5,DevOps Engineering
87,2186,2024-06-14,69,Aprendiendo piano: Lectura de piezas clásicas Vol.II,1.5,Beginner,16,Cloud-Native Application Development
431,1666,2024-05-30,79,7 Secrets To Designing In Black and White,1.5,Beginner,19,RESTful API Design
241,1988,2024-06-16,18,The Complete Piano & Music Theory Beginners Course,1.5,Beginner,13,Microservices Architecture
241,3570,2024-08-24,57,The Essential Web Developer Course - Build 12 Websites,16.5,Beginner,17,Security for Software Engineers
86,3599,2024-05-04,92,Writing CSS with {LESS} - Tutorial From Infinite Skills,2.0,Beginner,17,Security for Software Engineers
169,2521,2023-11-30,8,Successful website creation - everything you need to know,1.5,Beginner,17,Security for Software Engineers
104,1526,2024-01-25,67,Learn Professional Book-Cover Designing Photoshop 4 Beginner,3.0,Beginner,6,Cloud Computing Foundations
2,803,2024-06-17,27,Trade the News in Forex: EA Robot Included,0.566666667,Beginner,2,Full-Stack Web Development
499,1717,2024-02-18,74,Introduction to Photoshop CC: Tutorials for Beginners,1.0,Beginner,15,Machine Learning for Software Engineers
464,169,2023-10-18,97,Analysis of Company Financial Statements,1.5,Beginner,19,RESTful API Design
221,1055,2024-08-01,55,Gestão Financeira Para Pequenas e Médias Empresas,4.5,Beginner,5,DevOps Engineering
221,2650,2024-08-06,53,Learn E-Commerce Website in PHP & MySQL From Scratch!,17.5,Beginner,1,Introduction to Programming
222,3545,2024-08-10,34,Learn Essential Javascript Fundamentals - Lite,0.65,Beginner,10,Frontend Engineering with React
403,288,2024-04-27,3,The Basics Of Volume Analysis,1.5,Beginner,2,Full-Stack Web Development
156,1348,2024-08-29,1,"Illustrator para criação de peças gráficas, Design Gráfico",1.5,Beginner,9,Backend Engineering with Node.js
497,2440,2024-08-13,85,Jazz Guitar Reharmonization for Autumn Leaves,0.616666667,Beginner,19,RESTful API Design
402,3675,2023-12-11,24,How To Design A WordPress Website With No Coding At All,3.5,Beginner,14,Database Design and SQL
392,1222,2024-03-28,61,Vector Logo Design in Affinity Designer,3.0,Beginner,17,Security for Software Engineers
306,3377,2023-11-04,88,How to Build an Autocomplete System Like Google,1.0,Beginner,2,Full-Stack Web Development
200,1735,2024-09-01,46,Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,2.0,Beginner,16,Cloud-Native Application Development
242,3362,2024-08-01,76,Build CRUD Application - PHP & Mysql,1.5,Beginner,15,Machine Learning for Software Engineers
347,3436,2024-05-15,36,"How to Register a Domain, Set Up Hosting, and Edit Web Pages",3.0,Beginner,8,Version Control with Git
2,3307,2024-05-26,88,"JavaScript, jQuery and Ajax",4.0,Beginner,18,Advanced JavaScript
320,270,2024-03-19,80,CAIIB Advanced Bank Management (Part I),20.5,Beginner,5,DevOps Engineering
219,1430,2024-06-19,84,Learn Adobe Illustrator CC - All Essentials In 1 Hour!,1.0,Beginner,16,Cloud-Native Application Development
340,417,2024-04-06,88,Harnessing the Power of Growth Stocks,2.0,Intermediate,15,Machine Learning for Software Engineers
64,1224,2024-04-04,70,Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,1.0,Beginner,3,Mobile App Development
404,3403,2023-11-26,95,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,8.5,Beginner,20,CI/CD with Jenkins and GitLab
355,2172,2024-03-11,18,Gibson's Learn & Master Guitar,38.0,Beginner,13,Microservices Architecture
142,2551,2024-09-03,52,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",8.0,Beginner,16,Cloud-Native Application Development
141,1565,2024-07-15,5,Events Promotion Design,2.0,Intermediate,10,Frontend Engineering with React
279,635,2024-05-04,66,Win 90% of Trades; Quantitative Investments Models in Excel,1.5,Beginner,18,Advanced JavaScript
379,2919,2024-03-10,54,Introduction to Node.js for Beginners,6.0,Beginner,2,Full-Stack Web Development
459,3642,2024-01-06,88,JavaScript from Scratch for Very Beginners,5.0,Beginner,1,Introduction to Programming
262,2981,2024-05-14,56,Crash Course - Learn to Create a PHP MVC Framework,1.0,Beginner,14,Database Design and SQL
499,3191,2023-12-24,76,Bootstrap 4.0 New Features: Build Responsive Website,1.5,Beginner,5,DevOps Engineering
366,1567,2024-03-03,97,Ecover Mastery in 30 Minutes with NO photoshop skills needed,0.633333333,Beginner,17,Security for Software Engineers
243,2103,2023-11-06,80,Advanced Trombone Studies - Learn to Master the Trombone!,8.0,Beginner,12,Software Testing and QA
298,1153,2024-05-19,91,Day Trading - Learn to Day Trade / Swing Trade In One Hour.,1.5,Beginner,3,Mobile App Development
255,2679,2024-01-13,8,Create a Dynamic User Registration Form from scratch,3.0,Beginner,18,Advanced JavaScript
199,3167,2024-08-21,39,Learn Reactivex From Ground Up,5.0,Intermediate,12,Software Testing and QA
266,3302,2024-08-16,9,AngularJs :basics for beginners,1.0,Beginner,12,Software Testing and QA
66,87,2024-09-02,89,How to Create Your Personal Budget,1.0,Beginner,3,Mobile App Development
204,1731,2023-10-30,100,Adobe Illustrator CS6 باللغة العربية,8.0,Beginner,6,Cloud Computing Foundations
45,368,2024-06-03,69,build a solid foundation for trading options,1.0,Beginner,9,Backend Engineering with Node.js
231,1007,2024-07-23,28,CFA® Level 1 2014 – Quantitative Methods,5.0,Beginner,7,Data Structures and Algorithms
377,3345,2024-08-15,49,Build a Complete Registration and Login System using PHP MVC,5.0,Beginner,17,Security for Software Engineers
499,862,2024-07-22,52,Basics of Trading,1.0,Beginner,5,DevOps Engineering
129,2614,2024-03-08,60,Become a Professional Web Developer | Version 3.0,60.0,Beginner,9,Backend Engineering with Node.js
324,3365,2024-08-29,100,Ready for Production with Spring Boot Actuator,2.5,Intermediate,5,DevOps Engineering
5,3160,2024-02-17,76,Learn By Example: jQuery,7.0,Beginner,19,RESTful API Design
277,2518,2023-12-19,56,The Complete PHP Bootcamp Course With Video Sharing Project,14.5,Beginner,7,Data Structures and Algorithms
422,3660,2023-12-31,79,"Simple Javascript: Learn by Doing, Beginners Welcome!",2.0,Beginner,17,Security for Software Engineers
